doctor_id,name,specialization,highest_degree,experience,fee,degrees,wait_time,num_patients,rating,location,experience_years,experience_level_category,shift_start,shift_end,shift_duration_hours,avg_patient_handling_capacity,num_appointments_today,appointment_load,peak_hours_flag,previous_day_availability,is_available_today,date
422,Dr. Sarah Hafeez,"Obstetrician, Gynecologist",M.B.B.S.,10 Years,"Rs. 2,000",F.C.P.S. (Obstetrics and Gynaecology),15 - 30 Min,9,86%,Lahore,10,mid,9:00,15:00,6,20,21,1.05,1.0,0,1,2025-02-25
423,Dr. Shysta Shaukat,"Gynecologist, Obstetrician",MBBS,20 Years,"Rs. 2,000","FCPS (Gynecology & Obstetrics),  CHPE",Under 15 Min,375,95%,Lahore,20,senior,9:00,14:00,5,30,25,0.83333333333333,1.0,0,1,2025-02-26
424,Dr. Kiran Khalid,"Gynecologist, Obstetrician",MBBS,16 Years,"Rs. 1,000","MCPS (Gynecology & Obstetrician),  MRCOG I",Under 15 Min,188,94%,Lahore,16,senior,10:00,16:00,6,30,38,1.2666666666667,,0,0,2025-02-27
425,Dr. Habiba Gull,"Gynecologist, Obstetrician",MBBS,8 Years,"Rs. 1,000",FCPS (Gynecology & Obstetrics),Under 15 Min,6,100%,Lahore,8,mid,11:00,15:00,4,20,26,1.3,,1,0,2025-02-28
426,Assist. Prof. Dr. Naheed Rana,"Gynecologist, Obstetrician",MBBS,35 Years,"Rs. 3,000","DFFP,  MRCOG,  FRCOG",Under 15 Min,1364,99%,Lahore,35,senior,8:00,14:00,6,30,28,0.93333333333333,1.0,1,1,2025-03-01
427,Dr. Maria Khurshid,"Gynecologist, Obstetrician",MBBS,"100%
                                                                                    (7)",Not Available,FCPS,10 Years,7,,Lahore,100,senior,8:00,16:00,8,30,37,1.2333333333333,1.0,0,0,2025-03-02
428,Assist. Prof. Dr. Farrukh Naheed Afzal,"Gynecologist, Obstetrician",M.B.B.S,20 Years,"Rs. 1,500",F.C.P.S,15 - 30 Min,19,100%,Lahore,20,senior,11:00,14:00,3,30,19,0.63333333333333,,0,0,2025-03-03
429,Dr. Nawal Muazam,"Gynecologist, Obstetrician",MBBS,11 Years,"Rs. 3,000",FCPS (Obstetrics and Gynaecology),15 - 30 Min,3,100%,Lahore,11,mid,8:00,16:00,8,20,26,1.3,1.0,0,0,2025-03-04
430,Dr. Nazish Khalid,"Gynecological Oncologist, Obstetrician, Gynecologist",M.B.B.S.,18 Years,"Rs. 3,000","F.C.P.S (Gynecology & Obstetrics),  GYNAE ONCOLOGY FELLOWSHIP",Under 15 Min,34,97%,Lahore,18,senior,11:00,17:00,6,30,19,0.63333333333333,,1,1,2025-03-05
431,Dr. Farhana Asim,"Gynecologist, Obstetrician",M.B.B.S,20 Years,"Rs. 2,000","MCPS,  FCPS (Gyne & Obs)",15 - 30 Min,520,100%,Lahore,20,senior,8:00,15:00,7,30,18,0.6,1.0,1,1,2025-03-06
432,Dr. Iffat Naz,"Gynecologist, Obstetrician",M.B.B.S,20 Years,"Rs. 2,000",M.C.P.S (Gynecology & Obstetrician),11 Years,not available,100%,Lahore,20,senior,9:00,14:00,5,30,19,0.63333333333333,1.0,0,1,2025-03-07
433,Dr. Shazia Tufail,"Gynecologist, Obstetrician",M.B.B.S.,28 Years,"Rs. 2,000","M.C.P.S. (Obstetric & Gynecology),  F.C.P.S. (Obstetric & Gynecology),  M.H.P.E.",Under 15 Min,3,100%,Lahore,28,senior,8:00,16:00,8,30,34,1.1333333333333,1.0,1,1,2025-03-08
434,Dr. Nida Hameed,"Gynecologist, Obstetrician",M.B.B.S.,10 Years,"Rs. 1,000",F.C.P.S. (Obstetric & Gynecology),Under 15 Min,74,97%,Lahore,10,mid,11:00,14:00,3,20,1,0.05,,1,0,2025-03-09
435,Dr. Rabya Arshad,"Gynecologist, Obstetrician",M.B.B.S,9 Years,"Rs. 2,000",F.C.P.S (Gyne),Under 15 Min,27,100%,Lahore,9,mid,11:00,14:00,3,20,29,1.45,,0,0,2025-03-10
436,Dr. Amreen Khan,"Gynecologist, Obstetrician",M.B.B.S.,10 Years,"Rs. 1,000",F.C.P.S. (Gynecology & Obstetrician),Under 15 Min,701,92%,Lahore,10,mid,11:00,15:00,4,20,33,1.65,,0,0,2025-03-11
437,Prof. Col. Dr. Nazli Hameed,"Gynecologist, Obstetrician",MBBS,33 Years,"Rs. 3,000","FCPS (Gynecology & Obstetrics),  MRCOG (UK),  Diploma in Minimal Access Surgery ( France)  ,  FRCOG,  Clinical Fellowship in Urogynaecology and Minimal Access Surgery (NVH SG,  MHPE (UHS)",Under 15 Min,1097,98%,Lahore,33,senior,11:00,17:00,6,30,21,0.7,,1,1,2025-03-12
438,Dr. Sana Nazir,"Gynecologist, Fertility Consultant, Obstetrician",M.B.B.S,12 Years,"Rs. 2,500",F.C.P.S (Obstetrics & Gynecology),Under 15 Min,17,100%,Lahore,12,mid,11:00,14:00,3,20,2,0.1,,1,0,2025-03-13
439,Dr. Momina Samina Asaf,"Gynecologist, Obstetrician",MBBS,18 Years,"Rs. 1,500","MCPS (Gynecology & Obstetrics),  FCPS (Gynecology & Obstetrics)",Under 15 Min,225,97%,Lahore,18,senior,10:00,16:00,6,30,5,0.16666666666667,,1,1,2025-03-14
440,Assist. Prof. Dr.  Natasha Usman,"Gynecologist, Obstetrician",M.B.B.S,10 Years,"Rs. 1,000",F.C.P.S (Gynecology),Under 15 Min,35,100%,Lahore,10,mid,10:00,16:00,6,20,14,0.7,,0,1,2025-03-15
441,Dr. Adiba Akhtar Khalil,"Gynecologist, Obstetrician",MBBS,30 Years,"Rs. 1,500","FCPS (Obstetric & Gynecology),  Diploma in Gynecological Laparoscopy Surgery,  Diploma in Urogynaecology",15 - 30 Min,25,100%,Islamabad,30,senior,8:00,17:00,9,30,26,0.86666666666667,1.0,0,1,2025-03-16
442,Dr. Huma Karamat,"Gynecologist, Obstetrician",M.B.B.S.,16 Years,"Rs. 3,000",F.C.P.S (Gynecology & Obstetrician),15 - 30 Min,45,100%,Islamabad,16,senior,11:00,16:00,5,30,9,0.3,,0,1,2025-03-17
443,Lt. Col (R). Assoc. Prof Sadia Arif,"Gynecologist, Obstetrician",MBBS,25 Years,"Rs. 1,500","DGO MCPS,  FCPS,  CHPE",Under 15 Min,251,99%,Islamabad,25,senior,8:00,17:00,9,30,8,0.26666666666667,1.0,1,1,2025-03-18
444,Dr. Beenish Khurram,"Gynecologist, Obstetrician",MBBS,10 Years,"Rs. 3,000","FCPS,  MHPE",Under 15 Min,8,100%,Islamabad,10,mid,11:00,16:00,5,20,32,1.6,,1,0,2025-03-19
445,Prof. Dr. Ghazala Bashir,"Fertility Consultant, Obstetrician, Laparoscopic Surgeon, Gynecologist",MBBS,33 Years,"Rs. 3,000","FCPS (Obstetrics & Gynecology),  MCPS (Obstetrics & Gynecology)",Under 15 Min,883,99%,Islamabad,33,senior,11:00,15:00,4,30,31,1.0333333333333,,0,0,2025-03-20
446,Prof. Dr. Saira Afghan,"Gynecologist, Obstetrician",M.B.B.S,34 Years,"Rs. 2,500",F.C.P.S (Gynecology & Obstetrics),Under 15 Min,766,97%,Islamabad,34,senior,10:00,14:00,4,30,5,0.16666666666667,,1,1,2025-03-21
447,Dr. Naila Kamal,"Gynecologist, Obstetrician",MBBS,8 Years,Not Available,FCPS,15 - 30 Min,6,100%,Islamabad,8,mid,10:00,15:00,5,20,35,1.75,,0,0,2025-03-22
448,Dr. Riffat Naz,"Gynecologist, Obstetrician",M.B.B.S,31 Years,"Rs. 3,000","F.C.P.S,  M.R.C.O.G,  F.R.C.O.G (Gyne)",Under 15 Min,143,99%,Islamabad,31,senior,9:00,14:00,5,30,1,0.033333333333333,1.0,1,1,2025-03-23
449,Dr. Shumaila Mubashar,"Gynecologist, Obstetrician",MBBS,27 Years,"Rs. 3,000","MCPS (Gyne),  FCPS (Gyne)",Under 15 Min,77,99%,Islamabad,27,senior,10:00,14:00,4,30,28,0.93333333333333,,0,1,2025-03-24
450,Dr. Taqdees Naqaish,"Gynecologist, Fertility Consultant, Obstetrician",MBBS,30 Years,"Rs. 3,000",MRCOG,Under 15 Min,233,99%,Islamabad,30,senior,9:00,14:00,5,30,3,0.1,1.0,1,1,2025-03-25
451,Dr. Maria Athar,"Gynecologist, Obstetrician",MBBS,12 Years,"Rs. 1,000",FCPS (Obstetric & Gynecology),Under 15 Min,7,100%,Islamabad,12,mid,9:00,15:00,6,20,0,0.0,1.0,1,1,2025-03-26
452,Dr. Uzma Saleem,"Gynecologist, Obstetrician",MBBS,12 Years,"Rs. 2,500",FCPS (Gynaecology & Obstetrics),24 Years,not available,100%,Islamabad,12,mid,9:00,14:00,5,20,18,0.9,1.0,0,0,2025-03-27
453,Dr. Tayyaba Bashir,"Gynecologist, Obstetrician",M.B.B.S.,15 Years,"Rs. 2,000",M.C.P.S. (Gynecology & Obstetrics),Under 15 Min,101,100%,Islamabad,15,mid,9:00,15:00,6,30,25,0.83333333333333,1.0,0,0,2025-03-28
454,Dr. Maria Tariq,"Gynecologist, Obstetrician",MBBS,11 Years,"Rs. 2,500",FCPS (Obstetrics & Gynecology),Under 15 Min,64,98%,Islamabad,11,mid,9:00,17:00,8,20,24,1.2,1.0,0,1,2025-03-29
455,Dr. Armghana Ali,"Gynecologist, Obstetrician",MBBS,16 Years,"Rs. 1,500",FCPS (Gynaecology & Obstetrics),Under 15 Min,4,100%,Islamabad,16,senior,8:00,16:00,8,30,9,0.3,1.0,0,1,2025-03-30
456,Dr. Anam Mumtaz,"Gynecologist, Obstetrician",M.B.B.S.,8 Years,"Rs. 2,000",F.C.P.S.,15 - 30 Min,100,100%,Islamabad,8,mid,10:00,16:00,6,20,14,0.7,,0,0,2025-03-31
457,Dr. Bushra Babur,"Gynecologist, Obstetrician",MBBS,16 Years,Not Available,"FCPS,  MCPS",15 - 30 Min,59,96%,Islamabad,16,senior,9:00,14:00,5,30,21,0.7,1.0,1,1,2025-04-01
458,Dr. Nausheen Qamar,"Gynecologist, Obstetrician",M.B.B.S.,19 Years,"Rs. 2,500",M.C.P.S,Under 15 Min,528,98%,Islamabad,19,senior,11:00,15:00,4,30,20,0.66666666666667,,0,0,2025-04-02
459,Dr. Samina Arshad,"Gynecologist, Fertility Consultant, Obstetrician",M.B.B.S.,20 Years,"Rs. 2,500","M.C.P.S,  IAMU (USA),  CDMU (PK)",Under 15 Min,1003,99%,Islamabad,20,senior,10:00,16:00,6,30,21,0.7,,0,1,2025-04-03
460,Dr. Ayeza Jabbar,"Gynecologist, Obstetrician",M.B.B.S.,5 Years,Not Available,F.C.P.S. (Gynecology & Obstetrics),15 - 30 Min,2,100%,Islamabad,5,junior,10:00,15:00,5,20,35,1.75,,0,0,2025-04-04
461,Dr. Amna Abbasi,"Gynecologist, Obstetrician",MBBS,9 Years,"Rs. 1,500","MS (Gynecology & Obstetrician),  MRCOG I",Under 15 Min,326,98%,Islamabad,9,mid,9:00,15:00,6,20,33,1.65,1.0,0,0,2025-04-05
462,Prof. Dr. Ghazala Sadiq,"Gynecologist, Obstetrician",M.B.B.S,35 Years,"Rs. 1,500","F.C.P.S. (Gynecology & Obstetrician),  M.C.P.S,  Dip. in Med Edu (UK)",Under 15 Min,520,96%,Islamabad,35,senior,8:00,14:00,6,30,29,0.96666666666667,1.0,0,0,2025-04-06
463,Dr. Amna Najam,"Gynecologist, Obstetrician",MBBS,13 Years,"Rs. 2,000","FCPS (Obstetrics & Gynecology),  CHPE",15 - 30 Min,255,100%,Islamabad,13,mid,9:00,16:00,7,20,24,1.2,1.0,1,0,2025-04-07
464,Dr. Narjis Mehdi,"Gynecologist, Obstetrician",MBBS,18 Years,Not Available,FCPS (Gynaecology & Obstetrics),Under 15 Min,5,100%,Islamabad,18,senior,8:00,14:00,6,30,27,0.9,1.0,0,1,2025-04-08
465,Dr. Sobia Saqib,"Gynecologist, Obstetrician",M.B.B.S,18 Years,"Rs. 2,000",F.C.P.S,Under 15 Min,102,100%,Islamabad,18,senior,11:00,14:00,3,30,0,0.0,,0,0,2025-04-09
466,Dr. Shumaila Maqsood,"Gynecologist, Obstetrician",MBBS,10 Years,"Rs. 1,500","FCPS (Gynecology & Obstetrics),  MD (USA)",Under 15 Min,117,100%,Islamabad,10,mid,10:00,16:00,6,20,3,0.15,,0,0,2025-04-10
467,Dr. Rubia Afshan,"Gynecologist, Obstetrician",MBBS,32 Years,"Rs. 2,500",MCPS (Gynecology and Obstetrics),Under 15 Min,6,100%,Islamabad,32,senior,11:00,16:00,5,30,6,0.2,,1,1,2025-04-11
468,Dr. Farwa Hameed,"Gynecologist, Obstetrician",M.B.B.S,14 Years,"Rs. 1,500","F.C.P.S,  MRCOG (Royal College England)",Under 15 Min,651,98%,Islamabad,14,mid,8:00,17:00,9,20,8,0.4,1.0,1,1,2025-04-12
469,Dr. Humaira Noureen,"Gynecologist, Obstetrician",MBBS,"100%
                                                                                    (1)","Rs. 1,000",DGO,16 Years,1,,Islamabad,100,senior,8:00,17:00,9,30,35,1.1666666666667,1.0,0,0,2025-04-13
470,Dr. Fakhira Shafique,"Gynecologist, Obstetrician",MBBS,30 Years,"Rs. 1,000","MCPS (Obstetrics & Gynaecology),  MSc Public Health,  ICMT,  Diploma in Family Medicine,  PGD-DDU",Under 15 Min,1979,99%,Islamabad,30,senior,11:00,15:00,4,30,18,0.6,,0,0,2025-04-14
471,Dr. Tahira Nasreen,"Gynecologist, Obstetrician",M.B.B.S.,15 Years,"Rs. 1,500",F.C.P.S. (Obstetrics & Gynecology),Under 15 Min,129,98%,Islamabad,15,mid,8:00,16:00,8,30,0,0.0,1.0,1,0,2025-04-15
472,Dr. Shamim Ara Zaman,"Gynecologist, Obstetrician",M.B.B.S.,"100%
                                                                                    (4)","Rs. 2,000",M.C.P.S. (Gynecology & Obstetrics),25 Years,4,,Islamabad,100,senior,11:00,17:00,6,30,9,0.3,,1,1,2025-04-16
473,Dr. Sadia Waqar,"Gynecologist, Obstetrician",M.B.B.S.,6 Years,Not Available,FCPS (Gynecology & Obstetrician),Under 15 Min,58,96%,Islamabad,6,mid,10:00,15:00,5,20,35,1.75,,1,0,2025-04-17
474,Prof. Dr. Arifa Bari,"Gynecologist, Obstetrician",M.B.B.S.,20 Years,"Rs. 1,800",F.C.P.S.,Under 15 Min,254,99%,Islamabad,20,senior,11:00,15:00,4,30,8,0.26666666666667,,0,1,2025-04-18
475,Dr. Sehrana Kousar,"Gynecologist, Obstetrician",M.B.B.S.,16 Years,"Rs. 1,000",F.C.P.S. (Gynecology & Obstetrics),1+ Hour,3,100%,Islamabad,16,senior,10:00,15:00,5,30,31,1.0333333333333,,0,0,2025-04-19
476,Dr. Mahree Sherzad,"Gynecologist, Obstetrician",MBBS,9 Years,Not Available,FCPS (Obstetrician & Gynecology),Under 15 Min,2,100%,Islamabad,9,mid,11:00,17:00,6,20,31,1.55,,1,0,2025-04-20
477,Dr. Humaira Sikander,"Gynecologist, Obstetrician",M.B.B.S.,33 Years,"Rs. 2,000",M.C.P.S. (Gynecology & Obstetrics),Under 15 Min,82,100%,Islamabad,33,senior,8:00,16:00,8,30,5,0.16666666666667,1.0,0,1,2025-04-21
478,Dr. Sheeba Noreen,"Gynecologist, Obstetrician",M.B.B.S,23 Years,"Rs. 2,000","F.C.P.S (Gynecology & Obstetrics),  M.C.P.S (Gynecology & Obstetrician)",Under 15 Min,42,98%,Islamabad,23,senior,11:00,14:00,3,30,37,1.2333333333333,,1,0,2025-04-22
479,Dr. Amna Mahvish Haider,"Gynecologist, Obstetrician",MBBS,9 Years,"Rs. 2,500","RMP,  FCPS",Under 15 Min,12,100%,Islamabad,9,mid,8:00,15:00,7,20,16,0.8,1.0,1,0,2025-04-23
480,Dr. Sadia Fatima,"Gynecologist, Obstetrician",MBBS,9 Years,"Rs. 2,500",FCPS (Gynaecology & Obstetrics),27 Years,not available,100%,Islamabad,9,mid,11:00,17:00,6,20,9,0.45,,1,1,2025-04-24
481,Prof. Dr. Umber Jalil Bakhtiar,"Gynecologist, Obstetrician",M.B.B.S.,19 Years,"Rs. 2,000","M.C.P.S.,  F.C.P.S.,  P.G.D,  P.E.T.M,  J.M.P.H.E",15 - 30 Min,647,98%,Islamabad,19,senior,11:00,17:00,6,30,26,0.86666666666667,,0,0,2025-04-25
482,Assoc. Prof. Dr. Ayesha Basharat,"Gynecologist, Obstetrician",MBBS,19 Years,Not Available,FCPS,17 Years,not available,98%,Islamabad,19,senior,9:00,14:00,5,30,34,1.1333333333333,1.0,1,0,2025-04-26
483,Dr. Zainab Maqsood,"Gynecologist, Obstetrician",M.B.B.S,6 Years,"Rs. 1,000","F.C.P.S. (Gynecology & Obstetrician),  M.R.C.O.G-I (UK)",Under 15 Min,128,98%,Islamabad,6,mid,8:00,14:00,6,20,20,1.0,1.0,1,0,2025-04-27
484,Dr. Aqsa Asif,"Gynecologist, Obstetrician",M.B.B.S.,23 Years,"Rs. 1,500",M.C.P.S. (Gynecology & Obstetrics),Under 15 Min,268,100%,Islamabad,23,senior,9:00,17:00,8,30,24,0.8,1.0,0,1,2025-04-28
485,Prof. Dr. Nosheela Amjad,"Gynecologist, Obstetrician",MBBS,21 Years,Not Available,"FCPS (Gynaecology & Obstetrics),  CHPE",15 - 30 Min,7,100%,Islamabad,21,senior,8:00,16:00,8,30,27,0.9,1.0,1,1,2025-04-29
486,Dr. Aisha Rabbani,"Gynecologist, Obstetrician",M.B.B.S.,20 Years,"Rs. 1,500",F.C.P.S. (Gynecology & Obstetrician),15 - 30 Min,174,99%,Islamabad,20,senior,9:00,14:00,5,30,14,0.46666666666667,1.0,0,0,2025-04-30
487,Dr. Rukhsana Nazir,"Obstetrician, Gynecologist",MBBS,20 Years,Not Available,"FCPS,  MRCOG",13 Years,not available,99%,Islamabad,20,senior,10:00,17:00,7,30,3,0.1,,1,1,2025-05-01
488,Dr. Uzma Nayyar,"Gynecologist, Obstetrician",MBBS,15 Years,"Rs. 2,500",FCPS,Under 15 Min,53,98%,Islamabad,15,mid,11:00,14:00,3,30,28,0.93333333333333,,0,0,2025-05-02
489,Dr. Sana Maryam,"Gynecologist, Obstetrician",M.B.B.S,15 Years,"Rs. 2,200",F.C.P.S (Gynecology & Obstetrics),Under 15 Min,8,100%,Islamabad,15,mid,8:00,16:00,8,30,8,0.26666666666667,1.0,1,0,2025-05-03
490,Dr. Mehreena Zammarrud,"Gynecologist, Obstetrician",MBBS,20 Years,"Rs. 2,000",MS (Gynecology & Obstetrics),Under 15 Min,20,100%,Islamabad,20,senior,8:00,15:00,7,30,26,0.86666666666667,1.0,1,1,2025-05-04
491,Dr. Gul Amber Benish,"Gynecologist, Obstetrician",M.B.B.S.,10 Years,"Rs. 2,500",M.S. (Gynecology & Obstetrics),Under 15 Min,34,100%,Islamabad,10,mid,11:00,14:00,3,20,25,1.25,,1,0,2025-05-05
492,Dr. Afnan Rizwan,"Gynecologist, Obstetrician",M.B.B.S,25 Years,"Rs. 2,500",F.C.P.S (Gynecology & Obstetrics),Under 15 Min,5,100%,Islamabad,25,senior,8:00,16:00,8,30,18,0.6,1.0,1,1,2025-05-06
493,Dr. Saira Lateef Mufti,"Gynecologist, Obstetrician",MBBS,17 Years,"Rs. 3,000","FCPS (Obs and Gynae),  MACOG (USA),  MSOGP (Pak)",Under 15 Min,63,97%,Islamabad,17,senior,8:00,17:00,9,30,27,0.9,1.0,1,1,2025-05-07
494,Dr. Sana Junaid Abbasi,"Gynecologist, Obstetrician",M.B.B.S,12 Years,"Rs. 1,500",M.R.C.P (Gyne),Under 15 Min,702,98%,Islamabad,12,mid,9:00,14:00,5,20,16,0.8,1.0,0,0,2025-05-08
495,Dr. Zubia Zulfiqar,"Gynecologist, Obstetrician",MBBS,5 Years,Not Available,FCPS (Gynecology and Obstetrics),Under 15 Min,7,100%,Islamabad,5,junior,8:00,14:00,6,20,19,0.95,1.0,0,0,2025-05-09
496,Dr. Ayesha Ghaffar,"Gynecologist, Obstetrician",MBBS,12 Years,"Rs. 2,000",FCPS (Obstetrics & Gynecology),Under 15 Min,19,100%,Islamabad,12,mid,10:00,17:00,7,20,39,1.95,,1,0,2025-05-10
497,Assist. Prof. Dr. Sadiq Jan,"Gynecologist, Obstetrician",MBBS,15 Years,"Rs. 2,500",FCPS (Gynecology),Under 15 Min,5,100%,Islamabad,15,mid,10:00,15:00,5,30,38,1.2666666666667,,1,0,2025-05-11
498,Dr. Ammarah Khalid Mahmood,"Gynecologist, Obstetrician",M.B.B.S,18 Years,Not Available,F.C.P.S (Gynecology & Obstetrics),Under 15 Min,35,100%,Islamabad,18,senior,11:00,17:00,6,30,22,0.73333333333333,,1,1,2025-05-12
499,Dr. Sabeen Aslam,"Gynecologist, Obstetrician",MBBS,19 Years,"Rs. 2,200","FCPS (Gynecology & Obstetrics),  MCPS (Gynecology & Obstetrics)",Under 15 Min,73,100%,Islamabad,19,senior,8:00,14:00,6,30,31,1.0333333333333,1.0,0,0,2025-05-13
500,Dr. Farrah Ghalib,"Gynecologist, Obstetrician",MBBS,12 Years,"Rs. 2,000",FCPS (Obstetrics & Gynecology),Under 15 Min,31,100%,Islamabad,12,mid,11:00,17:00,6,20,32,1.6,,0,0,2025-05-14
501,Dr. Sadia Irum,"Gynecologist, Obstetrician",MBBS,12 Years,"Rs. 1,500","FCPS (Gynaecology & Obstetrics),  Diploma in Gynaecology Laparoscopy Surgery",14 Years,not available,100%,Islamabad,12,mid,10:00,16:00,6,20,4,0.2,,1,0,2025-05-15
502,Dr. Hamna Shahid,"Gynecologist, Obstetrician",MBBS,20 Years,"Rs. 2,500",FCPS (Gynecology & Obstetrics),Under 15 Min,18,100%,Islamabad,20,senior,8:00,17:00,9,30,33,1.1,1.0,0,0,2025-05-16
503,Dr. Fatima Anwar,"Gynecologist, Obstetrician",M.B.B.S,8 Years,Not Available,F.C.P.S (Gynecology & Obstetrics),Under 15 Min,6,100%,Islamabad,8,mid,8:00,14:00,6,20,39,1.95,1.0,1,0,2025-05-17
504,Dr. Oreekha Amin,"Gynecologist, Obstetrician",M.B.B.S,8 Years,Not Available,MS (Obstetrics & Gynaecology),6 Years,not available,100%,Islamabad,8,mid,11:00,17:00,6,20,10,0.5,,1,0,2025-05-18
505,Dr. Sabahat Makhdoom,"Gynecologist, Obstetrician",M.B.B.S,13 Years,"Rs. 1,000",M.C.P.S (Gynecology & Obstetrician),Under 15 Min,99,100%,Islamabad,13,mid,10:00,15:00,5,20,2,0.1,,1,1,2025-05-19
506,Dr. Robina Anees,"Gynecologist, Obstetrician",M.B.B.S,15 Years,"Rs. 1,000",F.C.P.S (Gynecology & Obstetrics),Under 15 Min,291,98%,Islamabad,15,mid,8:00,17:00,9,30,32,1.0666666666667,1.0,0,0,2025-05-20
507,Assoc. Prof. Dr. Tasneem Akhtar,"Gynecologist, Obstetrician",M.B.B.S.,20 Years,"Rs. 3,900","F.C.P.S. (Gynecology & Obstetrician),  M.C.P.S",Under 15 Min,656,98%,Islamabad,20,senior,11:00,15:00,4,30,10,0.33333333333333,,1,1,2025-05-21
508,Dr. Shazia Nazir,"Gynecologist, Obstetrician",MBBS,25 Years,"Rs. 2,500",FCPS (Gynaecology & Obstetrics),Under 15 Min,13,100%,Islamabad,25,senior,10:00,16:00,6,30,15,0.5,,1,1,2025-05-22
509,Dr. Hina Ayesha Nadeem,"Gynecologist, Obstetrician",MBBS,19 Years,"Rs. 2,500",MCPS (Gynecology & Obstetrician),Under 15 Min,100,99%,Islamabad,19,senior,11:00,15:00,4,30,17,0.56666666666667,,1,1,2025-05-23
510,Dr. Anisa Saleem,"Gynecologist, Obstetrician",M.B.B.S.,7 Years,"Rs. 2,000",F.C.P.S. (Gynecology & Obstetrics),Under 15 Min,97,98%,Islamabad,7,mid,9:00,17:00,8,20,29,1.45,1.0,0,0,2025-05-24
511,Dr. Qurat ul Ain Junaid,"Gynecologist, Obstetrician",M.B.B.S.,19 Years,"Rs. 2,000","F.C.P.S. (Gynecology & Obstetrics),  M.C.P.S.",15 - 30 Min,268,100%,Islamabad,19,senior,8:00,14:00,6,30,9,0.3,1.0,0,0,2025-05-25
512,Dr. Saba Ayub,"Gynecologist, Obstetrician",M.B.B.S.,10 Years,Not Available,F.C.P.S. (Gynecology & Obstetrics),Under 15 Min,5,80%,Islamabad,10,mid,9:00,15:00,6,20,17,0.85,1.0,0,0,2025-05-26
513,Dr. Majidah Zafar,"Gynecologist, Obstetrician",MBBS,14 Years,"Rs. 2,200",F.C.P.S. (Gynecology & Obstetrician),Under 15 Min,113,100%,Islamabad,14,mid,10:00,16:00,6,20,37,1.85,,1,0,2025-05-27
514,Dr. Ainy,"Gynecologist, Obstetrician",M.B.B.S,8 Years,"Rs. 2,000",F.C.P.S (Gynecology & Obstetrics),Under 15 Min,18,100%,Islamabad,8,mid,9:00,15:00,6,20,18,0.9,1.0,0,0,2025-05-28
515,Dr. Moona Tufail,"Gynecologist, Obstetrician",M.B.B.S,23 Years,Not Available,M.C.P.S,Under 15 Min,4,100%,Islamabad,23,senior,9:00,15:00,6,30,35,1.1666666666667,1.0,1,0,2025-05-29
516,Prof. Dr. Bushra Kant,"Gynecologist, Obstetrician",M.B.B.S,30 Years,"Rs. 2,500","M.C.P.S (Gynecology & Obstetrician),  F.C.P.S (Gynecology & Obstetrics)",Under 15 Min,6,100%,Islamabad,30,senior,10:00,15:00,5,30,12,0.4,,0,0,2025-05-30
517,Dr. Afshan Zaman,"Gynecologist, Obstetrician",MBBS,9 Years,"Rs. 1,000",FCPS (Gynecology & Obstetrics),15 - 30 Min,6,100%,Islamabad,9,mid,11:00,16:00,5,20,2,0.1,,1,0,2025-05-31
518,Dr. Nazish Butt,"Gynecologist, Obstetrician",M.B.B.S,10 Years,Not Available,MS (Gynecology) Gold Medalist,15 - 30 Min,20,100%,Islamabad,10,mid,9:00,17:00,8,20,9,0.45,1.0,0,0,2025-06-01
519,Dr. Rukhsana Bashir,"Gynecologist, Obstetrician",M.B.B.S,15 Years,Not Available,M.C.P.S,15 - 30 Min,4,100%,Islamabad,15,mid,11:00,15:00,4,30,37,1.2333333333333,,1,0,2025-06-02
520,Dr. Fareesa Waqar,"Gynecologist, Obstetrician",MBBS,15 Years,Not Available,"MCPS,  FCPS (Obs)",21 Years,not available,100%,Islamabad,15,mid,9:00,15:00,6,30,0,0.0,1.0,0,0,2025-06-03
521,Dr. Saima Yaqoob,"Gynecologist, Obstetrician",MBBS,2 Years,Not Available,FCPS (Gynecology & Obstetrics),Under 15 Min,17,100%,Islamabad,2,junior,11:00,14:00,3,10,26,2.6,,0,0,2025-06-04
522,Dr. Mashal Kafeel Qureshi,Gynecologist,MBBS,7 Years,Not Available,,15 - 30 Min,11,100%,Islamabad,7,mid,10:00,16:00,6,20,7,0.35,,0,0,2025-06-05
523,Dr. Saima Ali,Gynecologist,M.B.B.S.,15 Years,Not Available,F.C.P.S,Under 15 Min,8,100%,Islamabad,15,mid,9:00,15:00,6,30,16,0.53333333333333,1.0,1,0,2025-06-06
524,Dr. Sajida Guftaar,"Gynecologist, Obstetrician",MBBS,20 Years,Not Available,FCPS (Gynae & Obs),Under 15 Min,13,100%,Islamabad,20,senior,10:00,16:00,6,30,8,0.26666666666667,,0,1,2025-06-07
525,Dr. Asma Ayaz,"Gynecologist, Obstetrician",MBBS,14 Years,Not Available,FCPS (Gynecology & Obstetrics),Under 15 Min,102,100%,Islamabad,14,mid,9:00,15:00,6,20,5,0.25,1.0,0,1,2025-06-08
526,Dr. Noreen Mirza,"Gynecologist, Obstetrician",MBBS,12 Years,Not Available,FCPS (Gynecology & Obstetrician),Under 15 Min,4,100%,Islamabad,12,mid,10:00,17:00,7,20,24,1.2,,0,0,2025-06-09
